@relation 'TrainingData_g2-8-weka.filters.unsupervised.attribute.Remove-V-R1,6-7,10-11,19,21-25'

@attribute light_livingroom {off,on}
@attribute switch_door_hallway {on,off}
@attribute audio_livingroom {off,on}
@attribute current_PC_bedroom {off,standby,on}
@attribute current_TV_livingroom {off,standby,on}
@attribute current_nightlamp_bedroom {off,standby,on}
@attribute people_livingroom {off,on}
@attribute people_bedroom {off,on}
@attribute people_kitchen {off,on}
@attribute people_study {off,on}
@attribute class {OtherActivity,g2-8}

@data
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,standby,off,off,off,off,off,on,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
off,off,off,on,off,on,off,on,off,off,OtherActivity
